ID,Name,Description,SegmentClass,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
16B7BDE9D58C9C10C4A819F2547DBFBE,t̪s̪ʰ|tsʰ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL H - VERTICAL LINE - LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
687AD0D66BC3F6C6D0BF9BA4DC502546,bⁿ,LATIN SMALL LETTER B - SUPERSCRIPT LATIN SMALL LETTER N,consonant,0,-,-,-,-,+,-,-,-,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
D708CE8E888D79930D5BA282ED3B0BE9,dⁿ,LATIN SMALL LETTER D - SUPERSCRIPT LATIN SMALL LETTER N,consonant,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
5CCDD89A6E3DE30CB63DAC2353A76D21,d̠ⁿ,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - SUPERSCRIPT LATIN SMALL LETTER N,consonant,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
3424E0DA58167EB5D06D86CEF2C053CA,d̪ⁿ,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - SUPERSCRIPT LATIN SMALL LETTER N,consonant,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
206A261653B3F0A282387381C0F1745A,ɖⁿ,LATIN SMALL LETTER D WITH TAIL - SUPERSCRIPT LATIN SMALL LETTER N,consonant,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
AE50D0257C0BC8FC8F9E8595843637A5,ɡⁿ,LATIN SMALL LETTER SCRIPT G - SUPERSCRIPT LATIN SMALL LETTER N,consonant,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
56B9954890127E90B74FC1147AE7B74E,l̠,LATIN SMALL LETTER L - COMBINING MINUS SIGN BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
617E525C3B9564276DBE1D819C09EF03,n̠,LATIN SMALL LETTER N - COMBINING MINUS SIGN BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
E1E0A66A7019DAB26B423051648216D0,t̠,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
5E12425DA8E8C8FD24F187BE6A56D20F,ai,LATIN SMALL LETTER A - LATIN SMALL LETTER I,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,-,0,-,-,0
25061B1A6BE5A4214D5C675C56B92574,au,LATIN SMALL LETTER A - LATIN SMALL LETTER U,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,-,-,0,-,-,0
97D36D16793A9A8C6C86298776C37038,bv,LATIN SMALL LETTER B - LATIN SMALL LETTER V,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
1E8296F0F7BF5A8ABE9B5E8E040E709F,dɮ,LATIN SMALL LETTER D - LATIN SMALL LETTER LEZH,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
1E68F2BB6149847D0125A91AAB0CA43D,cçʷ,LATIN SMALL LETTER C - LATIN SMALL LETTER C WITH CEDILLA - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
471E09F92E1FBA644B9AAC2EA4951167,ɲʷ,LATIN SMALL LETTER N WITH LEFT HOOK - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
5CB65BAFE5AF67F18E1AA6A8DE42F618,ɔi,LATIN SMALL LETTER OPEN O - LATIN SMALL LETTER I,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,-,-,0,-,-,0
19543364EAF61142000DD72C6A8928C2,t̪|t,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER T,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
8A52D2AFD9F7B4F62D450B04F7493992,z̪|z,LATIN SMALL LETTER Z - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER Z,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
248FEBD2F3CA12C78F42704E4C4B0A10,l̪|l,LATIN SMALL LETTER L - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER L,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
6E43F0B30A4B333CA1BCBDBE08315D12,ɬ̪|ɬ,LATIN SMALL LETTER L WITH BELT - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER L WITH BELT,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
62659F04C9B3D86C3F9AEDFABB7F6CC8,n̪̥|n̥,LATIN SMALL LETTER N - COMBINING BRIDGE BELOW - COMBINING RING BELOW - VERTICAL LINE - LATIN SMALL LETTER N - COMBINING RING BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
C5D82CC0BB40EACDF4A3B30902FA71D0,t̪s̪|ts,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER T - LATIN SMALL LETTER S,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
6F71252A4F9962B1FFDDE1A79125120D,n̠d̠,LATIN SMALL LETTER N - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,"-,+","+,-",-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
E1F1D8406D36DF8972F78C38ACAD23D9,ɾ̪|ɾ,LATIN SMALL LETTER R WITH FISHHOOK - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER R WITH FISHHOOK,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
004AECFBBF0E257F47B3E99E7FAE5B3E,ɐˤ,LATIN SMALL LETTER TURNED A - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,-,0,+,-,+,-,-,-,0,-,-,0
2C0EC6D9E309C6BD8B2955C4F2497F57,ɪˤ,LATIN LETTER SMALL CAPITAL I - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,+,-,+,-,-,-,0,-,-,0
9493AD0CFEDEA370A0908A0BE3D7A91F,ɔˤ,LATIN SMALL LETTER OPEN O - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,+,-,+,-,-,-,0,-,-,0
BB2537BA50AF41F49C98202800E44E7E,ʊˤ,LATIN SMALL LETTER UPSILON - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,+,-,+,-,-,-,0,-,-,0
6C0C5193E2BC3AE077885C552FEEB4AA,s̪ʷ|sʷ,LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - VERTICAL LINE - LATIN SMALL LETTER S - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,+,+,0,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
BB41F6FA01CC80A03310AFA170ECCCA2,t̪ʼ|tʼ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER APOSTROPHE - VERTICAL LINE - LATIN SMALL LETTER T - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
6289FA51CE1564F60633C2D1E19EE574,ᴅ,LATIN LETTER SMALL CAPITAL D,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
D6583CDB585C6532D187D8E1F2209583,ɜi,LATIN SMALL LETTER REVERSED OPEN E - LATIN SMALL LETTER I,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+",-,"-,+",-,-,+,-,-,-,0,-,-,0
C425D93352850DE1476444DA0C387C7F,r̪,LATIN SMALL LETTER R - COMBINING BRIDGE BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
4DE59D6807599C436D044A9D363E2244,ɹ̪|ɹ,LATIN SMALL LETTER TURNED R - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER TURNED R,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,+,0,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
66503B48D923D749AC0E83FF4EA28052,aˤ,LATIN SMALL LETTER A - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,+,-,+,-,-,-,0,-,-,0
E566967D2F08888877F79E7A869B55D2,d̪ʷ|dʷ,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - VERTICAL LINE - LATIN SMALL LETTER D - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
BF4229FA1CFDC0A4B778CA5E5A1F7FE4,iˤ,LATIN SMALL LETTER I - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,+,-,+,-,-,-,0,-,-,0
ED43E9C03173351E4F4D316A4C0DA326,ɬ̪ː|ɬː,LATIN SMALL LETTER L WITH BELT - COMBINING BRIDGE BELOW - MODIFIER LETTER TRIANGULAR COLON - VERTICAL LINE - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,+,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
CBFF2DCE102AE478D4DB7B6265BDD2A0,ɬ̪ʷ|ɬʷ,LATIN SMALL LETTER L WITH BELT - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - VERTICAL LINE - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,+,+,+,-,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
5E809A9119DFB0B0BA9BDF44BF4519B5,ɬ̪ʷː|ɬʷː,LATIN SMALL LETTER L WITH BELT - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER TRIANGULAR COLON - VERTICAL LINE - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL W - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,+,+,+,-,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
7B1D1DD82411D0A1BF4B2E37F7CE6DBD,ɮ̪|ɮ,LATIN SMALL LETTER LEZH - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER LEZH,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
BCE9357BB75D047A71E6A57B8A0A8014,o̞ˤ,LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,+,-,+,-,-,-,0,-,-,0
9CC02BEE8E95AE4063D10D48C0F6695A,qχʷˤ,LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
09874C4A0917FE9D1D010D64F3756F1A,qχʷˤʼ,LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,+,-,+,-,-
E1EA5FE80159EB4D5752AEF98E16230F,qχʼː,LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-
BE9D717B4372127F36B3F438D9B36C58,qχˤ,LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
ACC19B8F17628D744A61C04838389992,qχˤː,LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
E76D030C41219EF10F344F17DD6365D7,qχˤʼ,LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,+,-,+,-,-
8B83BA35CE79666F432ED6FE6AC5D33F,ʁʷˤ,LATIN LETTER SMALL CAPITAL INVERTED R - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,+,-,+,-,-,-,-,-,-,-
70DD2630CE2553027E6310CB8D010AD3,ʁˤ,LATIN LETTER SMALL CAPITAL INVERTED R - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,+,-,-,-,-,-,-,-
4EC4F5A9B5A44B5F0217409518AD1FAD,s̪ː|sː,LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER TRIANGULAR COLON - VERTICAL LINE - LATIN SMALL LETTER S - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
58AABAFFAB6D5BF814494B7CDB8420A1,s̪ʷː|sʷː,LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER TRIANGULAR COLON - VERTICAL LINE - LATIN SMALL LETTER S - MODIFIER LETTER SMALL W - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,+,+,0,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
A80B2EC3726C2A6079E8AC697FD0FF28,ʃʷː,LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL W - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
FC1180C6A74948C0E4A4D9714C6E4B4E,t̪ː|tː,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER TRIANGULAR COLON - VERTICAL LINE - LATIN SMALL LETTER T - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
D6CBF9FAB5D73442D840316B098E4C5E,t̪ɬ̪ʰ|tɬʰ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER L WITH BELT - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL H - VERTICAL LINE - LATIN SMALL LETTER T - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,"-,+",-,-,-,-,-
79FCB72B70F9BF9FA08A772BCF4BFEC9,t̪ɬ̪ʷʰ|tɬʷʰ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER L WITH BELT - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H - VERTICAL LINE - LATIN SMALL LETTER T - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+","-,+",+,-,+,+,0,-,-,0,0,0,0,0,0,0,-,-,"-,+",-,-,-,-,-
6F0EF82302634E05CEBDFB5CA45BBEC2,t̪ɬ̪ʷʼ|tɬʷʼ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER L WITH BELT - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE - VERTICAL LINE - LATIN SMALL LETTER T - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+","-,+",+,-,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,"-,+",-,"-,+",-,-
F9A3F500E1F45C3B14AC7C5DF37EC365,t̪ɬ̪ʼ|tɬʼ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER L WITH BELT - COMBINING BRIDGE BELOW - MODIFIER LETTER APOSTROPHE - VERTICAL LINE - LATIN SMALL LETTER T - LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,"-,+",-,"-,+",-,-
09EBD870B3C4B883FCED902384C8EA07,t̪s̪ʷʰ|tsʷʰ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H - VERTICAL LINE - LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,+,+,0,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
F4B3A3C5304B4CB7179A8196390B9ACF,t̪s̪ʷʼ|tsʷʼ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE - VERTICAL LINE - LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,+,+,0,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
55C52DF7932E2CE9E5C906E131B025E0,t̪s̪ʼ|tsʼ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER APOSTROPHE - VERTICAL LINE - LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
4DF7C9BA2AC3A7387B01C242B60FBF8F,t̪s̪ʼː|tsʼː,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER TRIANGULAR COLON - VERTICAL LINE - LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER APOSTROPHE - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
FADCAD8C1CA90B00A4C970DD5EFAEA4E,t̪ʷʰ|tʷʰ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H - VERTICAL LINE - LATIN SMALL LETTER T - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,0,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
E84FD49078D00A8D32707E4DF0C5B057,uˤ,LATIN SMALL LETTER U - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,+,-,+,-,-,-,0,-,-,0
4AE8C6944734D2BAD8C81561F2D9E033,z̪ʷ|zʷ,LATIN SMALL LETTER Z - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL W - VERTICAL LINE - LATIN SMALL LETTER Z - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,+,+,0,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
D85E3F93860FAF970C688925D4C69031,ʒʷ,LATIN SMALL LETTER EZH - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
081ED2B8C741B916C74A62BEF6B60DD6,χʷː,GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL W - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
499C94207F498FA69AA8F4A0E8D458D4,χʷˤ,GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
78EA10D5D403710E6492ABC8FFD9D130,χʷˤː,GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
23D25B7B66F018A90237EFF8FBDD2990,χˤ,GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
BCDDD07C9619710F2B6F51F1984AFF26,χˤː,GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
4192E64FD8E8038E20A5BDFF73F8D646,ʈʂ͇,LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER S WITH HOOK - COMBINING EQUALS SIGN BELOW,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2F1F7FB728EC75A216135817071FBA2E,d̪ˤ,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
