ID,Name,Description,SegmentClass,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
10C5F2A99261A099822188533525F1B0,ø̞,LATIN SMALL LETTER O WITH STROKE - COMBINING DOWN TACK BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,-,-,0
218729C2F787B39322EDB9220D365A1F,yː,LATIN SMALL LETTER Y - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
22C701104D0AD25AACB45527D5F7D7C6,ŋˑ,LATIN SMALL LETTER ENG - MODIFIER LETTER HALF TRIANGULAR COLON,consonant,0,-,-,+,+,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
D17B8CA4EB5A646E1D1C24E0CAE99E88,l̪̩,LATIN SMALL LETTER L - COMBINING BRIDGE BELOW - COMBINING VERTICAL LINE BELOW,consonant,0,-,+,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
E4146AE561EDE3F4ADBACD61AC62F43A,ɭ̩,LATIN SMALL LETTER L WITH RETROFLEX HOOK - COMBINING VERTICAL LINE BELOW,consonant,0,-,+,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
58ED4FBAE20072499B6252D11B9A80A6,ø̞ː,LATIN SMALL LETTER O WITH STROKE - COMBINING DOWN TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,-,-,0
8857C8BB0B65E8EF236DF76520884B67,ɹ̩,LATIN SMALL LETTER TURNED R - COMBINING VERTICAL LINE BELOW,consonant,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
E512600ACE40F33F7F40F6DB29C3760B,ʉː,LATIN SMALL LETTER U BAR - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,-,-,0
E5FFAC40D2833CD8D510BB9907413E4F,ʏ,LATIN LETTER SMALL CAPITAL Y,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,-,-,0
E4E4B517DAB38211A476158473D54981,ɒ̃,LATIN SMALL LETTER TURNED ALPHA - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,-,-,0
06AD3EFFCE1EA6B31D8D6D91B820E116,œ̃,LATIN SMALL LIGATURE OE - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
37D12950AEDFB4F3E051BD7FF8C9E502,ɐ̃,LATIN SMALL LETTER TURNED A - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
E61654B85E72EDDB4ADA812B48BA9452,ɱ,LATIN SMALL LETTER M WITH HOOK,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
40205117E5EC6C97B27D604E51B7AC07,ð͉,LATIN SMALL LETTER ETH - COMBINING LEFT ANGLE BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
FD5961827C067B8A01D2D1092D9683C8,ɛ̯,LATIN SMALL LETTER OPEN E - COMBINING INVERTED BREVE BELOW,vowel,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
E68B55248B5A4311EF5CA23F3075D112,ɔ̯,LATIN SMALL LETTER OPEN O - COMBINING INVERTED BREVE BELOW,vowel,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
5325B0E86EBD3B07DA9C004A446D55B0,d̻ʲ,LATIN SMALL LETTER D - COMBINING SQUARE BELOW - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
94AD2B51FB011E032DC3E695DB412F3D,fʲ,LATIN SMALL LETTER F - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
7E4DE8F6C84FCC3464A29728283EBFED,n̻ʲ,LATIN SMALL LETTER N - COMBINING SQUARE BELOW - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
4FEA9B23C77E9EA34A6963E4D4FF64BA,rʲ,LATIN SMALL LETTER R - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
8DB6642D88B4C703051ECD0B07577292,ʃˠ,LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL GAMMA,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
C4684A9553002BD3DB628B212E5E5C18,t̻ʲ,LATIN SMALL LETTER T - COMBINING SQUARE BELOW - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
669DDE9466BD7E8128CB0D0BFB3A2B20,t̠ʃʲ,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
E329A7B64222ED9FB9BD784636512300,vʲ,LATIN SMALL LETTER V - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
F065641E0402A3988BDA88C38E8EB34D,zʲ,LATIN SMALL LETTER Z - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
9B18418D6249BC0B72138B0C71388011,ʒˠ,LATIN SMALL LETTER EZH - MODIFIER LETTER SMALL GAMMA,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
6F8D156A16E991C87C2D5C054C55D449,ɤ̃,LATIN SMALL LETTER RAMS HORN - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0
ED66B62EABB371E7718DD5372199A281,tʲʰ,LATIN SMALL LETTER T - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-
BD5DD0B4F35DA44F05B251A09476EADF,tsʲ,LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
C54F264931166354FC57F45DF289DF81,d̠ʒʲ,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
5F115A29C7B2D20706737A6E2890F58E,ʒʲ,LATIN SMALL LETTER EZH - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
5CFD17D860BE399275222AD5CA4357F1,ie̞,LATIN SMALL LETTER I - LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
5E30A73E56E822286C7DAAC32F1D2652,ʁ̞,LATIN LETTER SMALL CAPITAL INVERTED R - COMBINING DOWN TACK BELOW,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
2FBC8E9F0B18BB901EC20AACA188541E,ɨ̆,LATIN SMALL LETTER I WITH STROKE - COMBINING BREVE,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,-,-,0
C00494BFC11B161316C0A3B76B38E35D,ɨ̃ː,LATIN SMALL LETTER I WITH STROKE - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,-,-,0
7FCBD172980A3EF859A47231D28990F0,d̻ː,LATIN SMALL LETTER D - COMBINING SQUARE BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
7222B645478B5C34FE93EA6BA6D2CBD6,l̻ː,LATIN SMALL LETTER L - COMBINING SQUARE BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
0C63B54AF735B2DEE3ED60ECB98BDC30,n̻ː,LATIN SMALL LETTER N - COMBINING SQUARE BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
8CAE1C047707BEC3BE2EA5F7963823A4,pʰː,LATIN SMALL LETTER P - MODIFIER LETTER SMALL H - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
4EAC9838CC998796541B175E07D177B8,t̻ː,LATIN SMALL LETTER T - COMBINING SQUARE BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2D33089B81BFB8949709DAFB328FB26C,t̻ʰː,LATIN SMALL LETTER T - COMBINING SQUARE BELOW - MODIFIER LETTER SMALL H - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
D6C9AF19B52E18F6599F665619291913,ʈʰː,LATIN SMALL LETTER T WITH RETROFLEX HOOK - MODIFIER LETTER SMALL H - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
4F46B02D231EBA6179A87959D8D0E642,æe̯,LATIN SMALL LETTER AE - LATIN SMALL LETTER E - COMBINING INVERTED BREVE BELOW,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-",+,-,+,-,-,+,-,-,-,0,-,-,0
601922C069139BA89AB21F038ECDC55C,æẽ̯,LATIN SMALL LETTER AE - LATIN SMALL LETTER E - COMBINING INVERTED BREVE BELOW - COMBINING TILDE,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,"-,+",-,-,0,0,-,0,0,0,+,-,"+,-",+,-,+,-,-,+,-,-,-,0,-,-,0
47160C83A64BF02E43D95412B7E4E496,b̤ː,LATIN SMALL LETTER B - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
17BA6391553FDCC002B1F0F0F9D5653F,d̪̤ː,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
5177894DB9F9A497F7E309B922F0C6F1,d̠ʒ̤ː,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
E2C0873EDA42AABD4EAA9C6367549996,ɖ̤ː,LATIN SMALL LETTER D WITH TAIL - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
D0CBE8EF51B15F5D346BDB7A51AF682E,ɜ̃,LATIN SMALL LETTER REVERSED OPEN E - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
F2695BA688EEC6B0364DB84FFAA8F2DD,ɡ̤ː,LATIN SMALL LETTER SCRIPT G - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,-
F61883B1DE401AAC8D05094B23586566,m̤,LATIN SMALL LETTER M - COMBINING DIAERESIS BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
9DBC3F331A8F362BC7B4155F1A02214E,n̪̤,LATIN SMALL LETTER N - COMBINING BRIDGE BELOW - COMBINING DIAERESIS BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
CD52DAE2EAC345283A53C508B0EF9F57,n̪ː,LATIN SMALL LETTER N - COMBINING BRIDGE BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
A9280FF81A961FE96EAEC6AA19DFED12,ɔ̤,LATIN SMALL LETTER OPEN O - COMBINING DIAERESIS BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,+,-,0,-,-,0
25B6EE0185AD4F2C1DBBDE16BE4A3791,ɔo̯,LATIN SMALL LETTER OPEN O - LATIN SMALL LETTER O - COMBINING INVERTED BREVE BELOW,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,"-,+",-,-,+,-,-,-,0,-,-,0
AB16E2B47DA667A97B0B1A938D60B349,ɔõ̯,LATIN SMALL LETTER OPEN O - LATIN SMALL LETTER O - COMBINING INVERTED BREVE BELOW - COMBINING TILDE,vowel,0,-,"+,-",-,-,-,+,+,0,+,-,-,"-,+",-,+,+,-,-,0,0,0,+,-,-,-,+,"-,+",-,-,+,-,-,-,0,-,-,0
558EB9E0D21C4B2AF8EA78F96AADF1E6,ɽ̃,LATIN SMALL LETTER R WITH TAIL - COMBINING TILDE,consonant,0,-,-,-,-,+,+,+,0,+,+,-,+,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
59A329EC02A785D9A7FB7B6C94339D38,t̪ʰː,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL H - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
A0190C0AE21A9600DA3BF6ADDB8B9C01,ʋː,LATIN SMALL LETTER V WITH HOOK - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,-,+,+,0,+,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
DBF19273A36B35FFE4DF7AB307D39476,n̤,LATIN SMALL LETTER N - COMBINING DIAERESIS BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
938B6C3219ABF344C8C6E4D881773DD7,ɽ̤,LATIN SMALL LETTER R WITH TAIL - COMBINING DIAERESIS BELOW,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
2AC6D628DF439B5A9470BFE16AB13DD2,ɾ̤,LATIN SMALL LETTER R WITH FISHHOOK - COMBINING DIAERESIS BELOW,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
04A04ACA70FD8C0D79603AA9CFEB8ED4,cçː,LATIN SMALL LETTER C - LATIN SMALL LETTER C WITH CEDILLA - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
A823B66369C1755D339137AAC5BC828D,ɟʝː,LATIN SMALL LETTER DOTLESS J WITH STROKE - LATIN SMALL LETTER J WITH CROSSED-TAIL - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
CFBDFE24574A0BF556BD9BC61EBAF893,ə̥,LATIN SMALL LETTER SCHWA - COMBINING RING BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0
65E3E8CBCB25FDD4C20F50FBE2AE687E,vː,LATIN SMALL LETTER V - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
23C3230B7F111C495492EBBA89F6EC50,ɒ̆,LATIN SMALL LETTER TURNED ALPHA - COMBINING BREVE,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,-,-,0
1D570F3A6FA261CB94216DD909A2B5F2,ĕ̞,LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - COMBINING BREVE,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,-,-,0
1F86CF5DCCEA37002EAC3C9E02DCC35E,ŏ̞,LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING BREVE,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,-,-,0
29891A430FC541E1CDF69699FB2AB26C,ɵ̞̆,LATIN SMALL LETTER BARRED O - COMBINING DOWN TACK BELOW - COMBINING BREVE,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,0,-,-,+,-,-,-,0,-,-,0
9ACCE1F3865BBC26206DD49B50A6B3E6,p͉ʲ,LATIN SMALL LETTER P - COMBINING LEFT ANGLE BELOW - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
B271F85EB00A4AFAA08769BC0F99442C,t͉ʲ,LATIN SMALL LETTER T - COMBINING LEFT ANGLE BELOW - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
7E58233F4297C1AA124C2E8EE0FE611B,z͇,LATIN SMALL LETTER Z - COMBINING EQUALS SIGN BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
98B940CEC10090D3396CF9AB036760AA,ɔ̆,LATIN SMALL LETTER OPEN O - COMBINING BREVE,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
C77C03E35BC092478F90BC4651F0A456,i̙ː,LATIN SMALL LETTER I - COMBINING RIGHT TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,+,-,+,-,-,-,0,-,-,0
FA9C88E2CD5201C7E1777EAD6641E80B,iæ,LATIN SMALL LETTER I - LATIN SMALL LETTER AE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+",+,-,+,-,-,+,-,-,-,0,-,-,0
42E668DD06F7A3F8C331B4AA6CA1CACE,ioː,LATIN SMALL LETTER I - LATIN SMALL LETTER O - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,"-,+",-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"+,-",-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
099D8E6F547760792B21175ACEC20FFB,ɪ̙,LATIN LETTER SMALL CAPITAL I - COMBINING RIGHT TACK BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,+,-,+,-,-,-,0,-,-,0
74B41373DF5F8330837456696176016B,ʊ̙,LATIN SMALL LETTER UPSILON - COMBINING RIGHT TACK BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,+,-,+,-,-,-,0,-,-,0
EF71EF8985B354A15279E4D5519C68BF,ʊ̙ː,LATIN SMALL LETTER UPSILON - COMBINING RIGHT TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,+,-,+,-,-,-,0,-,-,0
8C9EA4D20A1592AE89CEBFD0406B1A49,çː,LATIN SMALL LETTER C WITH CEDILLA - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
93FF8C16A76C25D10A203E160AD9CF0C,pfʼ,LATIN SMALL LETTER P - LATIN SMALL LETTER F - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
BDB7FF8562F652C02610A5B1365408A6,n̪|n,LATIN SMALL LETTER N - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER N,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
DC20C7A23ECD8CC6769DC535D7043519,R̪|R,LATIN CAPITAL LETTER R - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN CAPITAL LETTER R,consonant,0,-,-,-,-,+,+,+,0,+,0,0,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
326504A3332E93827FDE6BBC07CE6CB7,d̪|d,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER D,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
1072E10F230412B02D03D211E5890FA2,d̪z̪|dz,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - LATIN SMALL LETTER Z - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER D - LATIN SMALL LETTER Z,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
14691567062CBA8BCC13866FE2EFB9F5,r̪|r,LATIN SMALL LETTER R - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER R,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
DD348EBA5A5459D491E4FCC619FCE287,s̪|s,LATIN SMALL LETTER S - COMBINING BRIDGE BELOW - VERTICAL LINE - LATIN SMALL LETTER S,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
480CBF0F44AB37272F0C1FF3239975F4,t̪ʰ|tʰ,LATIN SMALL LETTER T - COMBINING BRIDGE BELOW - MODIFIER LETTER SMALL H - VERTICAL LINE - LATIN SMALL LETTER T - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
